id,filler%,speaker_balance,total_word_count,word_length_2,word_length_3,word_length_4,word_length_5,word_length_6,word_length_7,8+ words,average_sentence_sentiment,minimum_sentence_sentiment,maximum_sentence_sentiment,similarity,interviewer_length,interviewee_length,ratio,cluster
pp57,0.05851063829787234,0.9060240963855422,273,0.09523809523809523,0.08058608058608059,0.15018315018315018,0.12454212454212454,0.1794871794871795,0.12454212454212454,0.2454212454212454,0.278508,-0.2366,0.9637,0.8654990792274475,409,3966,9.69682151589242,0.0
pp58,0.043478260869565216,0.8563829787234043,193,0.09326424870466321,0.10362694300518134,0.16580310880829016,0.14507772020725387,0.16062176165803108,0.09844559585492228,0.23316062176165803,0.18102820512820514,-0.296,0.7264,0.8283303380012512,410,2644,6.4487804878048784,2.0
pp59,0.11560693641618497,0.8952134540750324,270,0.02962962962962963,0.13333333333333333,0.35555555555555557,0.17037037037037037,0.14074074074074075,0.08888888888888889,0.08148148148148149,0.45733,-0.6597,0.9855,0.8645750880241394,416,3646,8.764423076923077,2.0
pp6,0.044954128440366975,0.9308283518360376,447,0.06711409395973154,0.06040268456375839,0.21700223713646533,0.13870246085011187,0.1319910514541387,0.1342281879194631,0.2505592841163311,0.1481952380952381,-0.4588,0.8555,0.8436095714569092,406,5934,14.61576354679803,2.0
pp60,0.07752613240418119,0.9295546558704454,482,0.08298755186721991,0.08713692946058091,0.22199170124481327,0.14107883817427386,0.13070539419087138,0.0975103734439834,0.23858921161825727,0.26358507462686565,-0.4588,0.9699,0.8375622630119324,443,6206,14.009029345372461,3.0
pp61,0.04664723032069971,0.7795454545454545,130,0.038461538461538464,0.2,0.13846153846153847,0.17692307692307693,0.18461538461538463,0.06153846153846154,0.2,0.17594117647058824,-0.3612,0.7893,0.9256884455680847,512,1810,3.53515625,2.0
pp62,0.10837438423645321,0.9022222222222223,330,0.13636363636363635,0.05454545454545454,0.21212121212121213,0.13636363636363635,0.16363636363636364,0.11212121212121212,0.18484848484848485,0.17523116883116885,-0.6478,0.9001,0.8444826006889343,444,4159,9.367117117117116,4.0
pp63,0.11341632088520055,0.8485915492957746,303,0.1848184818481848,0.06930693069306931,0.22772277227722773,0.09570957095709572,0.1353135313531353,0.08250825082508251,0.20462046204620463,0.3132095238095238,-0.2299,0.8979,0.9046417474746704,673,3818,5.673105497771174,3.0
pp64,0.1075353218210361,0.914572864321608,485,0.15876288659793814,0.09896907216494845,0.26597938144329897,0.1402061855670103,0.08247422680412371,0.06804123711340206,0.18556701030927836,0.2334257142857143,-0.395,0.9543,0.8711647987365723,592,6562,11.08445945945946,4.0
pp65,0.04951185495118549,0.9215938303341902,489,0.065439672801636,0.06952965235173825,0.24948875255623723,0.16359918200409,0.14519427402862986,0.10020449897750511,0.2065439672801636,0.2602448979591837,-0.5859,0.9702,0.9149649739265442,606,7680,12.673267326732674,2.0
pp66,0.08314263920671243,0.9265017667844523,506,0.1007905138339921,0.06719367588932806,0.15810276679841898,0.14031620553359683,0.14031620553359683,0.10474308300395258,0.2885375494071146,0.34908214285714284,-0.3818,0.9312,0.8570570945739746,522,7066,13.53639846743295,3.0
pp67,0.06666666666666667,0.9227614490772386,515,0.040776699029126215,0.07572815533980583,0.287378640776699,0.1378640776699029,0.19805825242718447,0.07766990291262135,0.1825242718446602,0.2600876543209877,-0.5499,0.9823,0.9217931032180786,579,7098,12.259067357512953,2.0
pp69,0.1144927536231884,0.8701134930643127,293,0.023890784982935155,0.15358361774744028,0.25597269624573377,0.13993174061433447,0.18771331058020477,0.06825938566552901,0.17064846416382254,0.2831923076923077,-0.1761,0.9709,0.9009945392608643,536,3716,6.932835820895522,3.0
pp7,0.05622489959839357,0.8814159292035398,210,0.09047619047619047,0.1,0.21428571428571427,0.06666666666666667,0.14761904761904762,0.13333333333333333,0.24761904761904763,0.154532,-0.6801,0.9407,0.82797771692276,342,2642,7.7251461988304095,2.0
pp70,0.07632093933463796,0.8631756756756757,182,0.054945054945054944,0.1813186813186813,0.19230769230769232,0.16483516483516483,0.1043956043956044,0.08241758241758242,0.21978021978021978,0.27077586206896553,-0.296,0.9382,0.7996963262557983,410,2650,6.463414634146342,1.0
pp71,0.07276119402985075,0.8631239935587761,221,0.08597285067873303,0.08144796380090498,0.1583710407239819,0.14479638009049775,0.17647058823529413,0.08597285067873303,0.2669683257918552,0.2012025,-0.4005,0.8779,0.8385308980941772,417,2955,7.086330935251799,0.0
pp72,0.08806262230919765,0.8588235294117647,210,0.09047619047619047,0.11904761904761904,0.19047619047619047,0.13333333333333333,0.1380952380952381,0.10952380952380952,0.21904761904761905,0.1635516129032258,-0.707,0.8924,0.821598470211029,418,2711,6.485645933014354,4.0
pp73,0.05801526717557252,0.8887381275440976,237,0.012658227848101266,0.10548523206751055,0.24050632911392406,0.2109704641350211,0.17721518987341772,0.08860759493670886,0.16455696202531644,0.268028125,-0.3937,0.9433,0.8119311928749084,412,3354,8.140776699029127,3.0
pp74,0.07734806629834254,0.8264840182648402,153,0.013071895424836602,0.1503267973856209,0.21568627450980393,0.20261437908496732,0.09803921568627451,0.09803921568627451,0.2222222222222222,0.2187,-0.3612,0.8481,0.7874436974525452,391,1931,4.938618925831202,4.0
pp76,0.054409005628517824,0.8638573743922204,207,0.028985507246376812,0.07246376811594203,0.25120772946859904,0.1497584541062802,0.17391304347826086,0.09178743961352658,0.2318840579710145,0.20720000000000002,-0.2415,0.9594,0.8465969562530518,431,2860,6.635730858468677,0.0
pp77,0.09236947791164658,0.8645833333333334,185,0.14054054054054055,0.0918918918918919,0.13513513513513514,0.15135135135135136,0.1783783783783784,0.07567567567567568,0.22702702702702704,0.24513818181818187,-0.296,0.8313,0.8253355026245117,391,2625,6.713554987212277,0.0
pp78,0.03759398496240601,0.7556818181818182,103,0.038834951456310676,0.06796116504854369,0.27184466019417475,0.13592233009708737,0.13592233009708737,0.11650485436893204,0.23300970873786409,0.13673030303030304,-0.3612,0.9393,0.8581035733222961,440,1433,3.256818181818182,2.0
pp79,0.09693877551020408,0.9107806691449815,363,0.1184573002754821,0.049586776859504134,0.25068870523415976,0.11019283746556474,0.11570247933884298,0.15426997245179064,0.20110192837465565,0.23400000000000004,-0.296,0.9349,0.8487474918365479,483,5196,10.75776397515528,2.0
pp8,0.028694404591104734,0.8856416772554002,273,0.13186813186813187,0.05860805860805861,0.1684981684981685,0.15384615384615385,0.16117216117216118,0.1391941391941392,0.18681318681318682,0.24523863636363635,-0.5934,0.9549,0.8804868459701538,458,3583,7.823144104803493,1.0
pp80,0.06422018348623854,0.836852207293666,172,0.05232558139534884,0.0872093023255814,0.2441860465116279,0.1686046511627907,0.10465116279069768,0.10465116279069768,0.23837209302325582,0.16135147058823526,-0.6321,0.937,0.862432599067688,455,2411,5.298901098901099,0.0
pp81,0.04834254143646409,0.905,254,0.04330708661417323,0.07480314960629922,0.18503937007874016,0.2047244094488189,0.15748031496062992,0.11811023622047244,0.21653543307086615,0.27994893617021277,-0.2168,0.925,0.8480300903320312,380,3828,10.073684210526316,0.0
pp83,0.15347721822541965,0.8128654970760234,190,0.1631578947368421,0.05789473684210526,0.23157894736842105,0.1,0.09473684210526316,0.13157894736842105,0.22105263157894736,0.20852978723404256,-0.3384,0.9042,0.8782392740249634,492,2258,4.5894308943089435,4.0
pp84,0.08292079207920793,0.9088863892013498,324,0.12037037037037036,0.06172839506172839,0.24691358024691357,0.08641975308641975,0.1419753086419753,0.09567901234567901,0.24691358024691357,0.3400711111111111,-0.5719,0.9581,0.8198976516723633,408,4363,10.693627450980392,3.0
pp85,0.13796296296296295,0.8903544929925804,471,0.09554140127388536,0.07218683651804671,0.28662420382165604,0.1613588110403397,0.15711252653927812,0.06794055201698514,0.1592356687898089,0.3848440677966101,0.0,0.9948,0.8587502241134644,690,5728,8.30144927536232,1.0
pp86,0.07980295566502463,0.8864628820960698,419,0.11933174224343675,0.12410501193317422,0.27684964200477324,0.13126491646778043,0.14797136038186157,0.06205250596658711,0.13842482100238662,0.21553863636363638,-0.6369,0.8934,0.9306034445762634,663,5191,7.829562594268476,2.0
pp89,0.09294012511170688,0.9038772213247173,461,0.10845986984815618,0.07809110629067245,0.25379609544468545,0.16919739696312364,0.12147505422993492,0.0911062906724512,0.17787418655097614,0.3244704918032786,-0.2732,0.8684,0.8799941539764404,606,5688,9.386138613861386,2.0
