participant&question,duration,energy,min_pitch,max_pitch,mean_pitch,pitch_sd,pitch_abs,pitch_quant,pitchUvsVRatio,diffPitchMaxMin,diffPitchMaxMean,diffPitchMaxMode,intensityMin,intensityMax,intensityMean,intensitySD,intensityQuant,diffIntMaxMin,diffIntMaxMean,diffIntMaxMode,avgVal1,avgBand2,avgBand3,jitter,shimmer,numVoiceBreaks,PercentBreaks,speakRate,numPause,maxDurPause,avgDurPause,TotDurPause:3,iInterval,MaxRising:3,MaxFalling:3
P30Q5,18.77947916666667,0.002503563,86.98089454,371.2628834729533,219.85842867541763,69.43998022,187.03667939992826,203.77596645551705,5.529616724738676,284.2819889355292,151.4044547975357,167.48691701743627,34.45543441714497,73.21302305020926,55.24221730182552,6.574562965362653,42.24601637483899,38.75758863306429,17.97080574838374,30.96700667537027,720.9471787288053,729.7613504727746,792.1395557852688,0.03336,0.19194,23,0.47553,0.003484321,3,2.0053333333333336,0.956,2.869,24,141.221,247.924
P31Q1,60.44297916666667,0.007791591,89.39534086842377,419.4379015500414,224.6483390834299,36.24548208189722,233.0065410178894,218.91908421704974,0.7995233839737861,330.0425606816176,194.78956246661147,200.51881733299163,34.76459469,69.95097647644694,55.08709489776461,7.629796667375316,50.33467054040949,35.18638178312694,14.863881578682332,19.61630593603745,716.0272144619389,650.0735789178516,714.8854151549914,0.022930000000000002,0.16039,111,0.4019,0.000297885,34,3.349333333333334,0.98,33.323,117,238.162,168.69
P31Q2,45.24964583333333,0.007537146,70.68837247307968,349.5520078,221.86562237537072,38.78346086545165,258.35883484464796,218.07254507302557,0.9230114844746916,278.86363537635236,127.6863854740613,131.47946277640645,35.77388392111515,70.56109464759682,56.20149141397093,8.060436086695402,50.50857158943149,34.78721072648167,14.35960323362589,20.052523058165328,684.1313268,581.7460670017065,674.8529151495724,0.0235,0.15411,88,0.4551,0.000425351,30,2.634666666666668,0.836,25.078,96,183.672,223.088
P31Q3,114.28016666666667,0.028098063,78.32543220371518,389.7831074443012,224.9587452160688,38.95788649193386,253.8869324167449,220.46563663442504,0.847210994,311.4576752,164.82436222823242,169.31747080987617,35.546415090858545,76.35332440382268,57.88919591538367,7.862285383343302,52.774394058415005,40.80690931296414,18.464128488439016,23.578930345407677,645.0584589204145,550.9100080512616,665.7003903717804,0.022170000000000002,0.15983,262,0.4573,0.000161681,99,4.8213333333333335,0.681,67.429,285,227.872,217.452
P31Q4,96.77483333333333,0.026125522,76.07721302,385.0332089626382,228.9080992713707,39.625249605694115,299.9988586829122,223.2878770464375,0.6830201809324983,308.9559959404615,156.12510969126748,161.74533191620068,34.81800030671977,74.03237847,58.293535177558255,8.326070625,53.86159959824761,39.21437815968653,15.738843288848045,20.170778868158692,631.7332348305835,529.0192156074309,668.4507131170399,0.024620000000000003,0.16604,198,0.40378000000000003,0.000173974,78,3.8613333333333344,0.69,53.781,215,170.686,186.931
P31Q5,55.15835416666667,0.010573418906986869,63.93920078992171,389.2630310263938,222.34328602277336,41.873410825265175,324.0668993765838,219.53729307523076,0.8257701225571381,325.3238302364721,166.91974500362042,169.725738,35.59786598968206,73.21243946184704,56.810734043666514,7.632706909925939,51.71026776,37.61457347216498,16.401705418180526,21.50217170448684,651.4919251404776,549.5972575,675.8136601519183,0.02823,0.17704999999999999,139,0.43932000000000004,0.000331236,39,2.261333333333333,0.801,31.227,144,202.803,230.671
P32Q1,20.19633333333333,0.002740908,90.37801859163054,362.28136176997407,211.7918581930941,58.308743171004146,305.4047218540024,218.1687408009128,0.9145299145299145,271.90334317834356,150.48950357687997,144.11262096906128,36.62154046489643,69.90003054613388,55.31930626651635,6.783179550485907,49.91995820744137,33.27849008123745,14.580724279617527,19.98007233869251,656.5584842,563.3601078,650.2797769131546,0.020350000000000004,0.16503,53,0.42712000000000006,0.000949668,14,2.048,0.87,12.181,54,188.619,205.304
P32Q2,82.270375,0.025297160947569258,75.01530381142632,403.4966898216556,215.93363950988112,42.46368635157257,271.6590387892181,208.78419621654717,0.6610785699858615,328.48138601022924,187.56305031177448,194.71249360510842,34.251229172730405,75.53387950357914,58.86094307957606,8.059268696776272,52.84073400762291,41.28265033084874,16.672936424003083,22.69314549595623,653.0007376247225,526.4894678,638.8955261423049,0.020110000000000003,0.15698,168,0.39741,0.000201979,83,2.7733333333333334,0.652,54.101,179,229.583,245.206
P32Q3,103.35775,0.033306434,74.99325060139526,406.9577267803311,220.3107688141048,46.560772089627406,296.89004707644546,216.60725893263765,0.7010207441554165,331.9644761789358,186.6469579662263,190.35046784769344,34.783369818217686,75.64797494355108,59.06432239543365,7.964948365861111,53.70735232423231,40.86460512533339,16.583652548117428,21.940622619318766,649.8816057361487,549.0762526605947,643.0716711039203,0.01849,0.15305,251,0.40342,0.000164636,84,2.9333333333333336,0.716,60.112,271,216.365,284.377
P32Q4,104.84275,0.046689878,75.05686612781831,406.4009714498053,228.58183600689068,45.84285965086831,293.86530581585106,224.48763392181445,0.6089960085968683,331.3441053,177.81913544291461,181.91333752799085,35.10380216,79.07011426553258,60.46903044692065,8.424127050753624,54.70068569795622,43.96631210807508,18.601083818611933,24.369428567576364,650.3410369651007,515.4884883868817,621.0440931126187,0.01992,0.14819000000000002,233,0.37216,0.000153516,82,3.1680000000000064,0.774,63.461,247,287.652,177.566
P32Q5,25.5424375,0.011564594,74.99800256022732,397.2944803894581,229.69143289214983,43.839592451357646,338.36208664254303,225.0327749765331,0.4445073612684032,322.29647782923075,167.60304749730827,172.2617054,36.684475790074174,73.39360258343906,60.54904373025729,7.586399795264933,56.612780492329236,36.70912679336489,12.844558853181773,16.780822091109826,633.6424276,472.74854534278404,585.7765594125633,0.02118,0.14465999999999998,52,0.28575,0.000566251,25,1.8133333333333344,0.577,14.419,58,176.274,186.686
P33Q1,51.678875,0.006551534,66.56360883154466,397.21109759277994,178.13327481739375,47.04623097608175,266.01030322080135,164.0311197924046,1.4450757575757576,330.6474887612353,219.07782277538618,233.17997780037533,34.119019935820496,71.37154592698413,55.01487315059208,7.014339948250723,50.19400337,37.25252599116363,16.356672776392045,21.177542559076727,611.0184321719781,549.1113083862339,659.3501145593641,0.02894,0.19007000000000002,120,0.58236,0.000473485,48,1.984,0.619,29.706,129,160.827,190.586
P33Q2,52.44260416666667,0.019803128713712793,72.95872150657502,383.8345250062369,169.94514402328662,38.65481606181287,276.6148983379619,159.2347936206293,0.811614241,310.87580349966186,213.88938098295029,224.5997313856076,35.27099153986102,74.28721611644973,59.75436212019414,7.216711420854584,55.259951938206825,39.016224576588705,14.53285399625559,19.027264178242902,596.0133252259402,431.8860588660192,491.0135025724197,0.02496,0.17986000000000002,141,0.44262,0.000345662,48,3.349333333333334,0.641,30.779,153,198.9,183.248
P33Q3,85.28285416666667,0.020942665449983907,72.49432653,394.4998712182695,168.27050147997704,37.74591222307809,274.2486154509702,158.67582686033845,1.2546945252578683,322.0055446858021,226.22936973829246,235.82404435793106,34.291668952118954,74.87604536308405,57.884584029223596,7.407181512,53.34848314459095,40.58437641096509,16.99146133386045,21.527562218493095,601.5649259425694,509.5588939265739,582.6185559611132,0.02385,0.17870000000000003,232,0.5337500000000001,0.00026448,84,2.847999999999999,0.576,48.369,253,271.056,200.12
P33Q4,54.73377083333333,0.023686517,71.71304148,388.1104741125403,184.2892319664257,51.718835925796284,286.0239371333942,171.5291547347894,1.7851323828920571,316.39743263431893,203.82124214611463,216.58131937775093,36.082747153806785,78.14256638860473,60.347210734257004,7.935900220952789,53.332773783715666,42.05981923479795,17.79535565434773,24.80979260488907,609.8625931934276,442.7318727844032,525.9884211,0.026389999999999997,0.17355,144,0.61992,0.000509165,36,3.8575520833333314,1.082,38.94,155,275.457,266.458
P33Q5,40.47754166666667,0.035322169,80.94574276400616,386.3039896699687,196.1060098705078,56.398986349587126,221.81399218533636,174.4012528038148,1.9240780911062907,305.3582469059626,190.1979797994609,211.9027368661539,34.991875013241646,82.95939916,63.394778784587366,8.590655315627421,53.922107151931144,47.967524144605754,19.564620373260034,29.037292005916257,620.5449039893311,460.7039260508517,575.7620670264399,0.025179999999999998,0.17403,81,0.6225200000000001,0.000723066,16,10.005333333333335,2.136,34.176,97,233.187,209.184
P34Q1,59.478833333333334,0.003474718,59.199120374435886,343.7258498140454,190.03451289050534,44.30560648665376,166.8424432270035,178.20694658308443,1.2404824726724464,284.5267294396095,153.69133692354004,165.51890323096094,34.84083286980312,73.24611014267418,51.650278824315876,5.538542725468531,46.13356609938411,38.40527727287106,21.595831318358307,27.11254404329007,667.2456116,695.4201012581179,585.9461035999316,0.01841,0.18212,149,0.5498500000000001,0.000376932,44,4.597333333333335,1.017,44.763,159,164.966,176.189
P34Q2,57.17854166666667,0.003943932,66.39392625,343.4992266909786,192.40831907934847,47.45705500901574,244.9705277821921,185.5890257197644,1.2285491419656787,277.1053004394594,151.09090761163014,157.9102009712142,35.47904335838599,73.06161124825108,52.371880153084035,5.664566154279996,48.16198810797283,37.582567889865096,20.689731095167048,24.89962314027825,661.8595384338595,631.2085359166407,558.5714282797953,0.020880000000000003,0.18462,166,0.50812,0.000390016,47,2.549333333333337,0.719,33.789,177,196.584,193.525
P34Q3,135.71689583333333,0.006379888,66.01952973,389.70620741588414,175.31939366800967,50.32355606806838,289.42629264265884,158.14162269622113,1.1990275526742302,323.68667768419107,214.38681374787447,231.5645847,35.21153372399313,69.79234470787227,50.70429619443775,5.668004139,46.51893718638391,34.58081098387915,19.088048513434522,23.273407521488366,630.6802260537388,635.4534329345247,590.0887367186417,0.023610000000000003,0.18906,360,0.55094,0.000162075,128,2.645333333333326,0.625,79.957,401,226.28,208.75
P34Q4,48.634625,0.002465735,66.56445415975156,348.0743882959146,192.4848608977149,57.07792357620178,282.8332040191327,184.1827535729007,1.3354156655454108,281.50993413616305,155.58952739819972,163.8916347230139,35.37174718584644,67.14192026,51.03581947,6.1155212699938755,46.18256853419726,31.770173069455062,16.10610078,20.95935172110424,653.0385860993065,648.7645651962176,689.2100409155787,0.02348,0.17440999999999998,105,0.49023000000000005,0.000480538,41,4.128000000000001,0.641,26.301,118,222.962,197.032
P34Q5,76.89527083333333,0.003584291,75.00859828354683,343.9190701817318,175.4561604359828,45.82119108281731,274.7393833508325,158.71705333817272,1.324863884,268.91047189818494,168.4629097,185.20201684355908,35.28975293991362,66.25564793971036,50.66937108960417,5.868367918729186,47.00443191860535,30.96589499979674,15.586276850106188,19.25121602110501,633.3376164156983,645.5835585229914,648.6556080636517,0.02415,0.18515,177,0.5412,0.00030248,71,2.325333333333333,0.579,41.099,210,183.695,197.056
P35Q1,28.738666666666667,0.001103469,75.04308035780694,392.7500147417809,185.82566322834205,54.614411613635376,290.80883061548593,194.43534948429098,1.2230828814872192,317.70693438397393,206.92435151343884,198.3146652574899,35.15683383463308,61.272499045431566,49.83243885,5.413300131292566,47.517293527491304,26.115665210798483,11.440060196989563,13.755205517940261,647.4660216741554,673.1732135310313,763.8356536540005,0.022080000000000002,0.18317,71,0.52296,0.000774593,19,2.197333333333333,0.611,11.616,80,265.327,277.155
P35Q2,57.0696875,0.027430822997247258,75.10081628,380.3093961737144,215.15269197204177,60.42372810787743,299.69686436916777,212.89084481200825,1.4882198952879582,305.2085798961319,165.15670420167262,167.41855136170614,35.88516192,77.39552023644858,60.802862482349944,8.324771123,50.034310369447425,41.51035832114638,16.59265775409863,27.36120986700115,623.1182192649044,581.5033940119123,652.0826432832857,0.02323,0.18248999999999999,143,0.56627,0.0004363,11,18.752,4.235,46.581,153,215.727,199.459
P35Q3,52.58564583333333,0.002537606,75.00931086230561,399.7315567600538,180.99475637522147,62.71522731823852,273.6163570373928,194.15002511629714,1.7384054194893173,324.7222458977482,218.73680038483235,205.58153164375668,35.34700833204815,62.488256940307856,50.820664332130136,5.571758684500512,48.18746857562648,27.14124860825971,11.66759260817772,14.300788364681374,648.1693172,583.4607527800694,720.1506217948457,0.02252,0.18230000000000002,130,0.63712,0.000521105,46,1.4506666666666703,0.543,24.992,136,225.273,292.763
P35Q4,43.41370833333333,0.002430218,76.49197090186432,391.7753974684616,205.8917744484433,45.24683428,237.6350536,208.18110431390016,1.324758842,315.2834265665973,185.88362302001832,183.59429315456146,35.09075918,64.19693400234316,51.466406214077736,6.080917956757501,48.26827296520563,29.106174824194554,12.73052778826542,15.928661037137523,660.5011803572977,615.7899980651331,700.9736946,0.02108,0.17048,95,0.52327,0.000535906,34,2.080000000000002,0.589,20.016,102,196.676,210.986
P35Q5,29.1463125,0.001583848,78.32912962800555,424.2533772089339,193.80111983625244,46.144945206184644,183.64184938524951,197.7542647327518,1.3139904610492845,345.92424758092835,230.45225737268146,226.4991124761821,35.35882646464792,63.71799818522818,51.33973336718193,5.965884719637526,47.479030469619275,28.359171720580264,12.378264818046254,16.238967715608908,662.4727591448484,651.9297548737159,720.2597966867329,0.01733,0.15819000000000003,51,0.48225,0.000794913,22,2.1546666666666674,0.644,14.176,58,118.948,301.183
P37Q1,35.1475,0.005488685,75.02649035497566,380.3742360896352,168.06708044273358,60.63277016331191,290.3934260260848,184.9809116338387,1.3690958164642375,305.3477457346595,212.3071556469016,195.3933244557965,34.46545103749274,77.97624412326637,55.92337893988428,6.706791582447031,49.50004734539232,43.51079308577363,22.05286518338209,28.47619677787405,635.9240318003735,565.4646835240309,618.9998763859751,0.02311,0.17281,94,0.56579,0.000674764,23,4.117333333333335,1.222,28.102,94,158.693,227.379
P37Q2,68.42325,0.014196684310319445,73.68936039526936,392.97710383262614,188.38735511134885,47.21524784198395,275.05759515304317,186.3483594841406,1.0895203177512984,319.28774343735677,204.5897487212773,206.62874434848555,34.01502336337673,73.83718531028822,57.15375380635325,8.158756826141738,52.31963918669714,39.82216194691149,16.68343150393497,21.51754612359108,617.3054165003255,518.7947341385704,552.7849920450479,0.021920000000000002,0.15789999999999998,166,0.51087,0.00030553,56,6.549333333,0.693,38.814,183,216.679,276.245
P37Q3,65.30364583333333,0.020676658021412248,75.39132464479744,398.27364287867454,195.6111356158183,45.016485957851195,240.55043149232458,189.33770432837136,1.5046047582501918,322.8823182338771,202.66250726285622,208.93593855030318,34.45595229032476,78.56728137421867,58.989548304379156,8.748578607607806,52.08681516397276,44.11132908389391,19.57773306983951,26.480466210245908,646.0304561155822,519.8876044502679,581.4079181,0.02129,0.16710999999999998,145,0.5632,0.00038373,45,6.389333333333326,1.023,46.054,160,295.904,309.421
P37Q4,39.930875,0.009972506,72.97085546986405,326.46020115074816,187.70185200169598,55.765614144922424,309.2546763178716,189.07225907571132,1.0367534456355283,253.48934568088413,138.75834914905218,137.38794207503685,34.060352925139085,71.26847038565927,57.96121664716864,8.481690890876548,53.95715325,37.208117460520185,13.30725373849063,17.31131714007877,643.6543661133727,485.9329462734698,597.7191185823337,0.02642,0.16045,99,0.48360000000000003,0.000510465,31,1.823999999999998,0.695,21.536,105,173.55,198.328
P37Q5,18.925583333333332,0.003713042,75.20447977,377.69313832849787,198.94286533257605,41.72989101,288.2709179256197,197.2068978524399,0.9595435684647303,302.48865856266906,178.75027299592182,180.48624047605796,34.39443119815698,73.03850047038986,56.920753474902945,8.03635961,52.111709612351646,38.64406927223288,16.117746995486918,20.926790858038217,642.1109703848911,515.2400307240341,617.8304179,0.024700000000000003,0.15806,40,0.43424999999999997,0.001037344,13,2.1866666666666674,0.77,10.005,44,147.408,148.372
P42Q1,40.93360416666667,0.007149944,72.65672598565877,298.9235959162789,93.52749413556042,20.079520294781503,118.08618003400993,90.23503609,1.0771965464702895,226.26686993062012,205.39610178071848,208.68855982680208,36.79161073914424,68.73173360709798,56.408683343411965,7.609520379,52.08609910264371,31.94012286795374,12.323050263686014,16.64563450445427,613.7842564276049,547.6118050888616,610.8553943839507,0.02291,0.16949999999999998,104,0.48153,0.000507872,24,2.389333333,0.81,19.445,101,184.556,209.895
P42Q2,60.36675,0.020964477,71.99019563413704,383.26927571178106,101.40600103773664,30.935729284253163,160.7488129604577,94.03806088652196,1.0388644812436634,311.27908007764404,281.8632746740444,289.2312148252591,36.378074589447564,71.58152528378943,59.38869837506029,8.583973487791008,54.92385969927333,35.20345069434187,12.192826908729145,16.657665584516103,641.4634808769748,510.51329412755604,581.7185003247894,0.02412,0.1826,141,0.51085,0.000337952,51,2.7520000000000002,0.596,30.421,148,281.577,250.253
P42Q3,154.22464583333334,0.051016884,71.42970550480189,399.3241006183831,102.3464589283428,34.09727508,173.30170055533782,93.83550729526513,1.1756737688725836,327.89439511358125,296.9776416900403,305.4885933,35.503977381486536,73.56994303,59.176116580454845,8.937459595759549,52.72909454963634,38.065965649192066,14.393826450223756,20.840848481042258,651.3893355720566,549.4929851627595,629.7369014485619,0.025099999999999997,0.18819,344,0.54324,0.000141103,121,14.101333333333335,0.787,95.272,356,288.789,298.256
P42Q4,62.020625,0.031333061,73.47027512410246,362.95999297840615,103.47500327793898,35.05234686,183.88973149594122,94.93107496366264,1.0711660541262946,289.4897178543037,259.48498970046717,268.0289180147435,35.85508897402257,77.78348957031181,61.01872049650211,9.317336236438024,55.554698129512886,41.928400596289244,16.764769073809703,22.22879144079893,645.9071154548324,530.3363665889611,624.1560191442759,0.02833,0.18883,154,0.49839,0.000334113,52,3.9253333333333273,0.64,33.301,164,271.149,266.259
P42Q5,55.8185625,0.023984486,73.81969908308773,370.08819227329406,101.50854142557152,27.22591941554507,157.42122946368534,95.89512515209115,1.0860134629768137,296.2684931902063,268.5796508477225,274.1930671212029,35.79096872083528,74.99854862776125,60.315935175121346,9.609684782295732,53.5849113,39.20757990692597,14.682613452639906,21.413637326741956,688.3775734140647,532.0768121911076,662.5952071962513,0.02432,0.18613,113,0.50104,0.000373972,43,3.2959999999999994,0.779,33.483,116,281.633,243.482
P43Q1,41.555729166666666,0.008819684,72.80597391398156,392.7050436702834,104.04503394801871,46.16571635171471,255.4835434,90.84901474388349,1.1749607124148769,319.8990697563018,288.66000972226465,301.85602892639986,36.74331244382917,70.41856187568845,57.25428283160806,7.435538150833959,52.25469659698725,33.675249431859285,13.164279044080395,18.163865278701202,679.6294747836334,549.8512186,633.4644648321237,0.029609999999999997,0.18896000000000002,113,0.49735,0.000523834,35,4.096000000000004,0.667,23.339,118,295.167,284.248
P43Q2,38.97004166666667,0.010093438612122554,66.26924561025474,385.05221854180786,100.59326202584005,42.89630330936223,282.62036878654345,88.27566302897678,0.9646821392532795,318.7829729315531,284.4589565159678,296.77655551283107,37.45523138950729,70.05689758608356,58.119300121482496,7.100197779,54.19520686719868,32.601666196576275,11.937597464601069,15.861690718884887,629.9737008032508,495.1628304763447,559.6852548213695,0.028999999999999998,0.18056999999999998,119,0.45754,0.000504541,37,1.269333333333332,0.496,18.365,123,280.898,243.737
P43Q3,45.434270833333336,0.009654359,67.42450874,399.62667201214646,99.52679440000459,48.43647270813237,329.4977299094872,84.38636134428492,0.9484978540772532,332.20216326761357,300.0998776121419,315.24031066786154,36.288334886754484,70.08931471,57.25822403599787,6.841971475798755,53.316755617534426,33.80097982486312,12.831090675619734,16.772559094083178,633.9534007617846,499.69015338495933,558.8436577511319,0.033,0.19709,159,0.49895000000000006,0.000429185,48,1.9946666666666744,0.543,26.066,161,305.763,311.111
P43Q4,32.87520833333333,0.007279454,74.81791316,336.27325392904015,98.24678482391498,33.16867918,200.99456639555615,86.74878412772583,0.8295264623955432,261.45534077026605,238.02646910512516,249.52446980131432,37.55437690227839,71.60411669349352,57.43990463308095,7.519433438724024,52.92328621370527,34.04973979121513,14.164212060412574,18.680830479788256,661.9658921184556,524.5237298,566.7800313,0.02391,0.17593,90,0.42534,0.000557103,36,2.101333333333333,0.469,16.88,90,247.23,218.134
P43Q5,27.519125,0.006009823,73.78729017288131,362.87452268396936,98.01420447525174,39.24608700985403,248.2834627,87.09031184106708,1.0755287009063443,289.0872325,264.8603182087176,275.78421084290227,37.82636186649998,68.69600886642533,57.38200687016193,7.355396091284736,52.95378023484486,30.86964699992535,11.314002,15.742228631580474,672.1660118017437,483.05946052731497,577.9097788,0.02815,0.17762,76,0.47131999999999996,0.000755287,31,1.5253333333333323,0.473,14.677,82,266.607,244.974
P44Q1,22.6310625,0.000731916,66.01591304054966,363.19734629926575,184.47355633253147,94.58421839162077,207.27617527212035,164.66615988212558,4.355450236966824,297.1814332587161,178.72378996673427,198.53118641714016,35.351864674052834,61.13428662983178,49.08616029,5.1570466742654455,44.857045105454404,25.782421955778943,12.04812633750388,16.277241524377374,753.0345073045168,687.2256164072145,912.2634038119345,0.059219999999999995,0.21672000000000002,48,0.7938700000000001,0.002369668,15,2.8693333333333335,0.758,11.369,54,212.648,225.715
P44Q2,91.87535416666667,0.005858849,68.57348779107569,394.32161590421174,183.32561878106884,90.79476004278777,276.07221881805356,203.98498648043625,4.693738375697458,325.74812811313603,210.9959971231429,190.3366294237755,35.71962094,66.43071062067638,52.02971849801913,5.7724861056015015,48.53234214114876,30.711089677414876,14.40099212265725,17.89836847952762,719.1577988,696.9605024958021,818.5583242563229,0.06008,0.22027000000000002,222,0.81431,0.000619963,78,3.4026666666666614,0.657,51.271,236,284.596,276.151
P44Q3,81.06647916666667,0.00374443,73.33407842434741,399.7823607486381,177.99556852736853,97.36339227337788,267.3477194911357,136.85673670579962,6.089238845144357,326.4482823242907,221.78679222126956,262.9256240428385,35.56376998283011,67.49900264500725,50.62992976252041,5.635440180760134,47.056456802051756,31.935232662177143,16.86907288248684,20.442545842955496,709.4863923475759,713.3295972234334,822.3846815444399,0.053,0.21746,154,0.80975,0.000874891,61,2.410666666666671,0.702,42.848,163,301.407,283.548
P44Q4,90.52425,0.003673045,72.48504388,390.67570097232607,186.80903532823513,92.54351931235634,223.7771981474531,221.4826734675819,6.091692789968652,318.1906570937233,203.86666564409094,169.19302750474418,35.89622561753289,66.73950463444896,50.066458988877194,5.7561819116693425,45.33883057,30.84327901691607,16.67304564557177,21.400674068899065,740.4779204426204,718.0989234718696,840.8737175667294,0.05987,0.22187,158,0.83954,0.000783699,62,5.781333333333333,0.922,57.182,174,300.177,304.993
P44Q5,80.05316666666667,0.003030701,66.84419050409997,362.60027162096026,174.99923611881576,89.89413734,250.90235064715225,147.21171640188055,5.764158918005072,295.7560811168603,187.6010355021445,215.3885552190797,36.003529513026905,66.44528667,49.76641098090491,5.156960355597238,45.79891581705944,30.441757154444602,16.67887569,20.64637085041207,709.4261603323051,717.4147559510684,798.0965674,0.05787,0.22336,141,0.8173300000000001,0.000845309,60,3.882666666666667,0.796,47.755,161,253.11,236.9
P45Q1,29.0175625,0.016317555809422627,78.27514246601943,369.6279237140229,115.81676355004166,28.557133556893803,182.19963409883272,107.83800348196343,0.7542372881355932,291.3527812480035,253.81116016398127,261.7899202320595,37.01805497197627,78.13146631830882,61.48683053537088,8.457384098432629,57.225626409256364,41.113411346332555,16.644635782937947,20.90583990905246,630.7518106621917,494.2574092,490.4078200109336,0.018660000000000003,0.17268,78,0.43213,0.000605327,30,1.1840000000000002,0.509,15.271,79,262.115,205.773
P45Q2,74.80679166666667,0.040986546,75.09207268944263,381.52304630090924,124.04066903456359,39.74813906877543,270.3945393653861,112.2749643821116,0.6436579468014948,306.4309736114666,257.4823772663457,269.24808191879765,36.06269643,74.78527342435855,61.37051552,8.338671465403063,58.06050552135769,38.72257698977475,13.414757908956048,16.72476790300086,579.8791769792164,500.63191069278037,572.4647842514408,0.025160000000000002,0.18075,206,0.38697000000000004,0.000219829,72,1.7066666666666634,0.49,35.313,206,239.963,231.515
P45Q3,63.35947916666667,0.032361772,75.25602095759474,375.8426815125214,121.44689467454519,37.70278499457711,218.1804303903737,110.90273675476712,0.8536299765807962,300.58666055492665,254.39578683797617,264.93994475775423,36.34975787,78.13695278571053,61.06635872252881,8.971748165509695,56.56199558176621,41.787194919185936,17.070594063181723,21.574957203944322,636.4940556,532.2114716694366,584.6022963997663,0.02109,0.18021,168,0.45669,0.00029274,58,2.1866666666666674,0.603,34.997,174,232.037,241.002
P45Q4,72.6770625,0.049283549,75.40808697,372.59854147263866,119.93668494913426,38.37247394356461,248.47414109957316,110.14391037539986,0.6660550458715596,297.19045450257784,252.6618565235044,262.4546310972388,35.92782321141197,77.36170619317137,62.296459473469106,8.617045655346342,58.65020046286358,41.43388298,15.065246719702266,18.711505730307792,598.3040394,471.35648731781674,540.8848388834364,0.023020000000000002,0.18112999999999999,206,0.39525,0.000229358,76,1.4506666666666659,0.478,36.309,208,245.718,257.864
P45Q5,43.659479166666664,0.031039947251643753,76.80288398579097,353.92070929232193,122.49933399870811,38.06438173,287.12271155736613,111.46363715270653,0.6113779091244921,277.11782530653096,231.42137529361383,242.4570721396154,36.161731620476345,76.75716433891539,62.50413535399615,8.471429804523035,59.12919007967946,40.59543271843904,14.25302898491924,17.627974259235927,603.1791361482045,543.0624085622933,543.5267908310271,0.02512,0.18832000000000002,130,0.38201,0.000369413,48,0.9813333333333332,0.426,20.454,134,243.466,247.29
P47Q1,18.519125,0.000837469,67.28183806343408,268.3384871732196,122.6516395805829,31.709640259128136,201.0362516,111.96005040115571,1.454183266932271,201.05664910978555,145.68684759263672,156.3784367720639,35.998678573421664,59.84393293818738,50.54096021858146,5.799002508859316,45.54279206,23.845254364765715,9.302972719605918,14.301140880736682,752.7574875661131,680.3608131554647,758.5851885184037,0.023170000000000003,0.17553000000000002,47,0.58479,0.001328021,8,3.786666666666669,1.323,10.581,47,152.545,137.629
P47Q2,30.923458333333333,0.001604904,74.94963398489487,310.40511305035074,121.20498059584271,35.30165543919809,198.03191100610738,107.35781087434839,1.130344827586207,235.45547906545585,189.20013245450804,203.04730217600235,35.774943244130164,63.59117661392943,51.138221760853014,5.932159743250696,46.72055610070588,27.816233369799264,12.452954853076413,16.87062051322355,715.6995533695505,641.8040779072468,685.6349577251119,0.01828,0.1841,80,0.53504,0.000689655,31,3.413333333333334,0.619,19.195,83,175.789,168.764
P47Q3,37.3876875,0.002128848,68.72911936226642,353.73063914010316,119.3098533360096,31.746978774969175,149.54565694673988,108.4696982463215,2.0893300248138957,285.00151977783673,234.42078580409355,245.26094089378165,35.812573332935095,67.13904843855607,51.53427540398556,6.015934537716848,45.97915806706059,31.32647510562098,15.604773034570513,21.159890371495486,799.8179587,688.7449304054629,744.2760992012954,0.0194,0.17861000000000002,77,0.6742100000000001,0.00082713,22,4.192,1.118,24.603,85,215.8,208.391
P47Q4,26.905166666666666,0.001749873,74.40448294417268,396.9549870068257,129.24094869058416,42.70494739100991,213.19217498681928,109.16746186036954,1.6683217477656405,322.55050406265303,267.71403831624156,287.7875251464562,34.472399617454954,69.00950898,52.12091792730583,6.497663585322802,45.53335815542933,34.537109359672044,16.888591049821166,23.476150821697665,777.6918022184925,672.6459177009009,768.3449685754963,0.02545,0.19171,71,0.62375,0.000993049,18,3.5200000000000005,0.859,15.467,72,232.052,274.089
P47Q5,52.7620625,0.011393046735106813,72.03225396,390.8686953855544,143.70874586250724,52.573458227194074,174.8789584024779,122.69757918142335,2.5484522207267832,318.8364414256594,247.15994952304717,268.17111620413107,34.87883968703952,79.69835351626514,57.32781959746241,7.957308059520217,47.21253742165768,44.81951382922562,22.370533918802735,32.485816094607465,842.6820798925335,666.0939224704572,724.5087852457978,0.021869999999999997,0.17217,95,0.62088,0.000672948,24,4.351999999999997,1.434,34.418,103,255.946,266.049
P48Q1,15.021229166666666,0.00088014,75.3535404,367.39803630562307,150.40701821107538,72.06099313189927,211.0952560253354,106.28305192125916,3.7587301587301587,292.0444959097592,216.99101809454768,261.1149843843639,36.73455028027248,67.40556494529329,51.675414877044375,6.305706275563155,44.322135744433325,30.671014665020813,15.730150068248918,23.083429200859968,827.5283086596082,673.9905543825491,786.6471198679451,0.03393,0.20165,30,0.70216,0.003174603,11,2.9333333333333336,0.873,9.6,34,232.386,160.16
